id,elev,lat,lon
737,1613.26,-117.53459,34.293035
738,1612.75,-117.534761,34.293059
739,1612.9,-117.535061,34.29304
740,1611.28,-117.53536,34.293115
741,1613.34,-117.536084,34.293169
742,1613.42,-117.53621,34.293207
743,1610.39,-117.536959,34.293659
744,1607.76,-117.537349,34.29369
745,1609.79,-117.537648,34.293619
746,1608.46,-117.53798,34.293589
747,1606.01,-117.538362,34.293665
748,1607.86,-117.538783,34.293871
749,1608.45,-117.539024,34.294055
750,1612.06,-117.539522,34.294731
751,1605.02,-117.539573,34.295122
752,1604.62,-117.53966,34.295226
753,1604.86,-117.54022,34.295387
754,1605.44,-117.540381,34.295393
755,1607.03,-117.540721,34.295595
756,1606.76,-117.540886,34.295837
757,1609.91,-117.541063,34.295964
758,1616.07,-117.541267,34.29635
759,1616.17,-117.541314,34.296572
760,1623.82,-117.541443,34.296886
761,1629.61,-117.541888,34.297348
762,1628.36,-117.541909,34.297442
763,1626.74,-117.542108,34.297682
764,1630.59,-117.542387,34.297707
765,1637.64,-117.542934,34.297685
766,1642.04,-117.543716,34.298002
767,1647.3,-117.543918,34.298052
768,1641.14,-117.544126,34.298257
769,1639.57,-117.544248,34.298325
770,1635.3,-117.544571,34.298419
771,1635.26,-117.544785,34.298424
772,1638.5,-117.545211,34.298348
773,1645.6,-117.545722,34.298164
774,1644.78,-117.54586,34.298161
775,1654.01,-117.546523,34.298009
776,1652.77,-117.546642,34.298036
777,1649.3,-117.546703,34.298094
778,1650.48,-117.546716,34.298078
779,1648.12,-117.546824,34.298119
780,1650.79,-117.547524,34.29815
781,1648.73,-117.547787,34.298201
782,1651.98,-117.548079,34.298179
783,1657.04,-117.548276,34.298118
