elev,xcoord,ycoord,id,dist,dist_total
2274.86,-120.672488,39.641636,1677,1032.687063707,1223742.69992948
2245.48,-120.668184,39.650771,1678,967.663003151,1224710.36293263
2233.11,-120.67,39.659373,1679,477.374370816,1225187.73730345
2153.8,-120.674263,39.662135,1680,477.374370816,1225665.11167426
2225.11,-120.682564,39.66795,1681,1107.176055426,1226772.28772969
2245.91,-120.680567,39.677802,1682,716.423462978,1227488.71119267
2250.32,-120.686764,39.682127,1683,716.423462978,1228205.13465564
2238.6,-120.69529,39.688228,1684,541.553744419,1228746.68840006
2233.81,-120.701091,39.690153,1685,541.553744419,1229288.24214448
2203.8,-120.706466,39.693326,1686,614.289001756,1229902.53114624
2172.81,-120.707932,39.698741,1687,614.289001756,1230516.82014799
2210.42,-120.713515,39.701833,1688,589.133847917,1231105.95399591
2209.94,-120.720904,39.707317,1689,878.862496084,1231984.81649199
2096.49,-120.733565,39.705962,1690,779.973969339,1232764.79046133
2023.89,-120.739734,39.711124,1691,730.535599821,1233495.32606115
2006.63,-120.746807,39.714792,1692,730.535599822,1234225.86166098
2079.2,-120.756054,39.717339,1693,841.816311655,1235067.67797263
2216.59,-120.76641,39.717288,1694,533.586376127,1235601.26434876
2193.57,-120.772285,39.718873,1695,176.336764179,1235777.60111294
2126.63,-120.773203,39.720295,1696,176.336764179,1235953.93787712
2063.29,-120.777013,39.714233,1697,450.633709393,1236404.57158651
1963.04,-120.781736,39.716014,1698,450.633709393,1236855.2052959
1919.67,-120.787484,39.715828,1699,493.32955846,1237348.53485436
1844.49,-120.791218,39.720837,1700,641.692189834,1237990.2270442
1787.91,-120.796478,39.727716,1701,744.915250847,1238735.14229504
1784.89,-120.801075,39.733409,1702,744.915250847,1239480.05754589
1818.51,-120.809601,39.733537,1703,515.41446777,1239995.47201366
1843.97,-120.814193,39.736533,1704,515.414467771,1240510.88648143
1912.9,-120.81516,39.742485,1705,666.037374177,1241176.92385561
1963.57,-120.822407,39.745633,1706,570.944053228,1241747.86790884
1947.42,-120.82825,39.748103,1707,544.287150102,1242292.15505894
1942.76,-120.834585,39.74776,1708,544.287150102,1242836.44220904
2059.25,-120.844209,39.750728,1709,888.216691884,1243724.65890093
2108.63,-120.854992,39.75881,1710,1266.560657698,1244991.21955862
2051.39,-120.860677,39.76934,1711,1049.772271027,1246040.99182965
2080.14,-120.871001,39.774432,1712,577.107430595,1246618.09926025
2105.14,-120.871194,39.779628,1713,577.107430595,1247195.20669084
2027.69,-120.878409,39.78736,1714,1057.845488931,1248253.05217977
1972.27,-120.891157,39.782393,1715,768.274499415,1249021.32667919
1997.17,-120.900051,39.781506,1716,768.274499415,1249789.6011786
1983.63,-120.912045,39.783352,1717,1026.877284005,1250816.47846261
1825.1,-120.924015,39.783854,1718,1026.877284005,1251843.35574661
1822.37,-120.937289,39.779797,1719,1098.934818277,1252942.29056489
1749.39,-120.9498,39.777612,1720,859.126965055,1253801.41752994
1819.55,-120.955716,39.771364,1721,699.780635264,1254501.19816521
1779.78,-120.96376,39.770274,1722,699.780635264,1255200.97880047
1751.15,-120.974325,39.765908,1723,1026.866229822,1256227.84503029
1702.65,-120.987279,39.766221,1724,939.864302907,1257167.7093332
1689.36,-120.992598,39.773624,1725,939.864302907,1258107.57363611
1657.17,-121.004076,39.777361,1726,361.638455999,1258469.21209211
1574.66,-121.005188,39.780503,1727,361.638455999,1258830.85054811
1516.79,-121.003952,39.785843,1728,602.220283345,1259433.07083145
1513.82,-121.011402,39.787002,1729,567.94672386,1260001.01755531
1511.35,-121.017642,39.788733,1730,554.871625269,1260555.88918058
1544.82,-121.024057,39.789423,1731,547.370984944,1261103.26016552
1454.26,-121.029098,39.792453,1732,288.505709341,1261391.76587486
1400.45,-121.032394,39.791918,1733,288.505709341,1261680.27158421
1311.71,-121.035948,39.794897,1734,449.489924778,1262129.76150898
1212.88,-121.047034,39.800728,1735,445.210456408,1262574.97196539
1097.26,-121.042244,39.802287,1736,395.308201883,1262970.28016727
977.21,-121.043589,39.805693,1737,365.008352241,1263335.28851952
912.08,-121.04548,39.808639,1738,261.869043437,1263597.15756295
1047.38,-121.048067,39.809897,1739,261.869043437,1263859.02660639
1121.75,-121.058229,39.80969,1740,661.54790412,1264520.57451051
1086.64,-121.062111,39.814842,1741,661.54790412,1265182.12241463
1051.16,-121.069562,39.816791,1742,524.389012992,1265706.51142762
989.57,-121.078515,39.821267,1743,496.049914328,1266202.56134195
1078.21,-121.07744,39.816877,1744,496.049914328,1266698.61125628
1176.23,-121.073421,39.813123,1745,543.854856887,1267242.46611316
1244,-121.07117,39.808543,1746,543.854856887,1267786.32097005
1261.2,-121.077929,39.805724,1747,286.758156914,1268073.07912697
1356.49,-121.080058,39.807717,1748,286.758156914,1268359.83728388
1420.08,-121.083072,39.811063,1749,452.365282825,1268812.2025667
1497.86,-121.088226,39.812909,1750,486.579052528,1269298.78161923
1592.3,-121.094209,39.814898,1751,557.804896416,1269856.58651565
1628.61,-121.096357,39.82122,1752,571.123495588,1270427.71001124
1684.66,-121.102692,39.822832,1753,571.123495588,1270998.83350682
1758.95,-121.111561,39.826763,1754,937.277514277,1271936.1110211
1795.83,-121.115958,39.834494,1755,937.277514277,1272873.38853538
1794.3,-121.120512,39.845692,1756,804.225689897,1273677.61422528
1811.27,-121.128053,39.850014,1757,804.225689897,1274481.83991517
1797.31,-121.136581,39.854337,1758,546.661499357,1275028.50141453
1750.97,-121.14234,39.861126,1759,900.510706514,1275929.01212104
1683.19,-121.13293,39.858377,1760,546.661499356,1276475.6736204
1667.23,-121.124969,39.864252,1761,723.715624695,1277199.38924509
1711.93,-121.125328,39.870764,1762,723.715624695,1277923.10486979
1697.05,-121.116751,39.873691,1763,703.001661674,1278626.10653146
1709.33,-121.114947,39.879869,1764,703.001661674,1279329.10819314
1729.66,-121.116696,39.887429,1765,731.252877206,1280060.36107034
1712.38,-121.117165,39.894005,1766,731.252877206,1280791.61394755
1716.81,-121.120483,39.901552,1767,884.73053722,1281676.34448477
1852.32,-121.130492,39.903752,1768,453.997035762,1282130.34152053
1934.3,-121.128716,39.907605,1769,453.997035762,1282584.33855629
2021.45,-121.13398,39.913993,1770,840.056369189,1283424.39492548
2052.99,-121.13383,39.923932,1771,976.025362899,1284400.42028838
2094.32,-121.133779,39.932722,1772,976.0253629,1285376.44565128
2125.03,-121.143049,39.933602,1773,753.072584568,1286129.51823585
2082.07,-121.148419,39.938979,1774,753.072584568,1286882.59082042
2088.32,-121.153838,39.945251,1775,836.345960644,1287718.93678106
2082.65,-121.158773,39.9536,1776,708.717117166,1288427.65389823
2065.24,-121.164771,39.958009,1777,708.717117165,1289136.37101539
2052.39,-121.172403,39.959266,1778,666.861903869,1289803.23291926
2027.55,-121.180481,39.963334,1779,692.181986391,1290495.41490565
1964.21,-121.187759,39.966072,1780,692.181986391,1291187.59689204
1901.13,-121.196869,39.970421,1781,875.549944052,1292063.1468361
1910.38,-121.20648,39.973159,1782,808.486447486,1292871.63328358
1899.66,-121.21572,39.974734,1783,808.486447486,1293680.11973107
1920.66,-121.227307,39.973919,1784,993.940002854,1294674.05973392
1886.96,-121.241836,39.975497,1785,788.418396394,1295462.47813032
1800.81,-121.248725,39.980222,1786,631.759305131,1296094.23743545
1657.08,-121.255012,39.983219,1787,639.984349304,1296734.22178475
1504.1,-121.258525,39.98831,1788,529.504960117,1297263.72674487
1339.04,-121.260819,39.99274,1789,402.100563202,1297665.82730807
1156.21,-121.260963,39.99636,1790,402.100563202,1298067.92787127
988.78,-121.263952,39.999477,1791,259.5999911,1298327.52786237
871.8,-121.264444,40.001784,1792,259.5999911,1298587.12785347
780.93,-121.260073,40.001021,1793,373.012363713,1298960.14021718
684.63,-121.25547,40.004012,1794,514.602205517,1299474.7424227
689.51,-121.249469,40.00698,1795,609.195000495,1300083.9374232
744.84,-121.260967,40.006056,1796,342.622875691,1300426.56029889
747.76,-121.264975,40.006202,1797,342.622875691,1300769.18317458
779.52,-121.275382,40.010162,1798,677.620728668,1301446.80390325
960.64,-121.277626,40.016015,1799,677.620728668,1302124.42463191
1067.3,-121.285953,40.022918,1800,1045.365638204,1303169.79027012
1069.91,-121.296895,40.028376,1801,788.40860785,1303958.19887797
1131,-121.305739,40.030422,1802,655.703322569,1304613.90220054
1108.34,-121.313194,40.028997,1803,655.703322569,1305269.60552311
1207.85,-121.32148,40.030513,1804,386.308092758,1305655.91361586
1281.72,-121.325909,40.031229,1805,386.308092758,1306042.22170862
1319.22,-121.332998,40.030636,1806,608.643595391,1306650.86530401
1350.09,-121.34425,40.030802,1807,662.465797667,1307313.33110168
1425.84,-121.35201,40.030738,1808,578.959024278,1307892.29012596
1473.48,-121.358492,40.032275,1809,164.772047111,1308057.06217307
1481.67,-121.360333,40.032721,1810,164.772047111,1308221.83422018
1537.91,-121.368387,40.032951,1811,614.035085199,1308835.86930538
1611.83,-121.375423,40.034103,1812,614.035085199,1309449.90439058
1679.43,-121.384397,40.034583,1813,376.900563491,1309826.80495407
1760.47,-121.388778,40.035008,1814,376.900563491,1310203.70551756
1834.38,-121.396457,40.037464,1815,395.088431507,1310598.79394907
1926.09,-121.396528,40.041022,1816,395.088431507,1310993.88238057
2002.96,-121.391741,40.043901,1817,518.753561872,1311512.63594245
2105.14,-121.394877,40.051746,1818,600.16172063,1312112.79766308
2160.65,-121.388077,40.053127,1819,591.3355829,1312704.13324598
2090.02,-121.381533,40.05488,1820,428.741057935,1313132.87430391
2026.27,-121.380159,40.058594,1821,428.741057935,1313561.61536185
2017.25,-121.378847,40.064414,1822,655.852736984,1314217.46809883
2004.26,-121.372626,40.073482,1823,882.949403914,1315100.41750274
1944.7,-121.374519,40.0813,1824,723.847288633,1315824.26479138
1949.56,-121.375555,40.08777,1825,723.847288633,1316548.11208001
1939.35,-121.379011,40.093505,1826,701.727793406,1317249.83987342
1980.26,-121.384783,40.100355,1827,736.187577108,1317986.02745052
2015.5,-121.387406,40.106672,1828,736.187577108,1318722.21502763
2080.06,-121.386687,40.115623,1829,671.116004164,1319393.3310318
2130.39,-121.392631,40.119587,1830,670.043393465,1320063.37442526
2164.46,-121.397995,40.123998,1831,670.043393466,1320733.41781873
2138.14,-121.404343,40.129935,1832,870.041033267,1321603.45885199
2114.47,-121.406875,40.137526,1833,848.102480929,1322451.56133292
2060.48,-121.409024,40.144984,1834,654.362590656,1323105.92392358
2081.17,-121.410694,40.150736,1835,654.362590656,1323760.28651424
2067.36,-121.41579,40.15695,1836,815.214304261,1324575.5008185
2049.11,-121.424001,40.156008,1837,603.893222007,1325179.3940405
2007.4,-121.430474,40.153791,1838,603.893222007,1325783.28726251
2009.91,-121.439191,40.153208,1839,583.725928688,1326367.0131912
1962.8,-121.442685,40.15773,1840,583.725928688,1326950.73911989
1936.68,-121.442383,40.163742,1841,668.021775478,1327618.76089536
1956.52,-121.443468,40.172785,1842,695.17187761,1328313.93277297
1921.6,-121.44261,40.179011,1843,695.17187761,1329009.10465058
1883.6,-121.437173,40.186467,1844,694.668027173,1329703.77267776
1926.47,-121.439295,40.192508,1845,694.668027173,1330398.44070493
2005.72,-121.429419,40.194531,1846,752.902756211,1331151.34346114
2032.61,-121.423681,40.19969,1847,614.681898426,1331766.02535957
2025.17,-121.418795,40.195615,1848,614.681898426,1332380.70725799
2081.49,-121.410705,40.195059,1849,398.595059818,1332779.30231781
2186.88,-121.406257,40.193942,1850,398.595059818,1333177.89737763
2294.95,-121.40107,40.197268,1851,575.643234856,1333753.54061249
2249.77,-121.393307,40.201985,1852,854.260198831,1334607.80081132
2257.93,-121.386221,40.207432,1853,550.444435788,1335158.2452471
2312.11,-121.380946,40.210298,1854,550.444435788,1335708.68968289
2282.56,-121.368248,40.20926,1855,1087.175156518,1336795.86483941
2179.04,-121.355049,40.212923,1856,721.94645826,1337517.81129767
2089.07,-121.358372,40.218905,1857,721.94645826,1338239.75775593
2034.97,-121.350913,40.220688,1858,710.194911453,1338949.95266738
1986.12,-121.352955,40.226889,1859,393.188738836,1339343.14140622
1933.35,-121.352572,40.230418,1860,393.188738836,1339736.33014506
1864.99,-121.350865,40.235975,1861,633.854300168,1340370.18444522
1798.32,-121.361588,40.236434,1862,384.866276912,1340755.05072214
1723.48,-121.364605,40.240618,1863,318.540521794,1341073.59124393
1672.67,-121.360991,40.23987,1864,384.866276912,1341458.45752084
1661.72,-121.351008,40.24307,1865,787.916846807,1342246.37436765
1561.93,-121.340136,40.241699,1866,766.536997793,1343012.91136544
1488.44,-121.338044,40.248413,1867,766.536997793,1343779.44836323
1499.12,-121.343293,40.256974,1868,951.326294073,1344730.77465731
1543.72,-121.338445,40.264695,1869,581.908228532,1345312.68288584
1543.69,-121.34238,40.268982,1870,581.908228532,1345894.59111437
1548.49,-121.342317,40.278932,1871,746.816243709,1346641.40735808
1594.02,-121.34173,40.285642,1872,739.247403307,1347380.65476139
1646.55,-121.341353,40.292293,1873,739.247403308,1348119.9021647
1731.26,-121.341382,40.298962,1874,740.531992726,1348860.43415742
1781.13,-121.342887,40.307357,1875,940.902488776,1349801.3366462
1751.57,-121.354514,40.312935,1876,1199.055130848,1351000.39177705
1792.07,-121.362822,40.321662,1877,1130.811057467,1352131.20283451
1845.36,-121.367306,40.33125,1878,1130.811057467,1353262.01389198
1729.75,-121.365611,40.3418,1879,1028.538612521,1354290.5525045
1668.95,-121.361909,40.350619,1880,605.487296015,1354896.03980052
1582.61,-121.354791,40.35035,1881,475.33713813,1355371.37693865
1538.55,-121.349766,40.352232,1882,475.33713813,1355846.71407678
1557.73,-121.353795,40.359821,1883,909.621054868,1356756.33513164
1572.31,-121.359845,40.367795,1884,774.68955782,1357531.02468946
1683.06,-121.358232,40.374661,1885,774.689557821,1358305.71424728
1803.48,-121.366347,40.386366,1886,1056.084657568,1359361.79890485
1802.01,-121.369541,40.395558,1887,856.952053077,1360218.75095793
1835.88,-121.377238,40.40055,1888,856.952053077,1361075.70301101
1810.86,-121.38455,40.406937,1889,731.845472242,1361807.54848325
1857.85,-121.386894,40.413279,1890,731.845472243,1362539.39395549
1882.06,-121.382502,40.418438,1891,517.998081623,1363057.39203711
1853.21,-121.381072,40.422973,1892,517.998081623,1363575.39011874
1894.8,-121.388809,40.427339,1893,875.330111668,1364450.72023041
1834.14,-121.395,40.433644,1894,713.358328354,1365164.07855876
1793.55,-121.400584,40.438446,1895,457.304029404,1365621.38258816
1723.96,-121.400373,40.442561,1896,457.304029403,1366078.68661757
1760.04,-121.392979,40.443782,1897,458.493024482,1366537.17964205
1861.06,-121.397654,40.445853,1898,432.189643937,1366969.36928599
1919.67,-121.404407,40.451164,1899,572.206334371,1367541.57562036
1917.56,-121.403328,40.456251,1900,358.92445228,1367900.50007264
1854.76,-121.403701,40.45947,1901,358.92445228,1368259.42452492
1848.59,-121.402696,40.464926,1902,611.744610469,1368871.16913539
1900.38,-121.396065,40.471029,1903,688.011481048,1369559.18061643
1918.47,-121.38865,40.473542,1904,688.011481048,1370247.19209748
1947.94,-121.379196,40.476229,1905,855.406062423,1371102.5981599
1962.54,-121.367638,40.479436,1906,858.704982028,1371961.30314193
2037.25,-121.367991,40.487164,1907,858.704982029,1372820.00812396
2030.4,-121.365876,40.496805,1908,942.090243304,1373762.09836727
1997.67,-121.363011,40.505003,1909,942.090243304,1374704.18861057
1988.15,-121.365023,40.516193,1910,1254.299961149,1375958.48857172
1942.42,-121.35951,40.531104,1911,1720.368963703,1377678.85753542
1937.1,-121.364877,40.546516,1912,1770.857870536,1379449.71540596
1926.74,-121.391195,40.558688,1913,1433.394203466,1380883.10960942
1909.56,-121.407822,40.561099,1914,1433.394203466,1382316.50381289
1930.37,-121.425053,40.561553,1915,1432.556233218,1383749.06004611
1891.72,-121.441918,40.562542,1916,1273.07214915,1385022.13219526
1799.49,-121.455924,40.566706,1917,873.307172149,1385895.43936741
1699.07,-121.459446,40.574098,1918,873.307172148,1386768.74653955
1627.58,-121.462589,40.583868,1919,945.428828484,1387714.17536804
1558.47,-121.465932,40.591992,1920,945.428828483,1388659.60419652
1521.06,-121.470136,40.600972,1921,973.965995149,1389633.57019167
1486.17,-121.468823,40.609686,1922,973.96599515,1390607.53618682
1446.71,-121.460657,40.618141,1923,1022.165928564,1391629.70211538
1431.97,-121.452619,40.625012,1924,1022.165928564,1392651.86804395
1439.77,-121.460873,40.634493,1925,1078.070653877,1393729.93869783
1402.45,-121.45814,40.643975,1926,1078.070653877,1394808.0093517
1384.12,-121.454289,40.654015,1927,1161.536567435,1395969.54591914
1391.37,-121.445654,40.661457,1928,1039.952301172,1397009.49822031
1375,-121.437929,40.668743,1929,883.776519421,1397893.27473973
1381.09,-121.427512,40.668089,1930,841.133451461,1398734.40819119
1340.23,-121.4193,40.672365,1931,864.166460863,1399598.57465205
1329.97,-121.420173,40.680118,1932,864.166460863,1400462.74111292
1329.91,-121.410809,40.681805,1933,813.526559959,1401276.26767288
1330.07,-121.403419,40.689344,1934,777.659189619,1402053.9268625
1453.15,-121.401561,40.696202,1935,616.137061268,1402670.06392376
1495.09,-121.405794,40.700719,1936,616.137061268,1403286.20098503
1487.44,-121.402122,40.708189,1937,832.317561732,1404118.51854676
1454.03,-121.405432,40.715249,1938,832.317561731,1404950.83610849
1425.62,-121.402234,40.722858,1939,627.909475574,1405578.74558407
1412.12,-121.406049,40.727711,1940,407.700663095,1405986.44624716
1405.32,-121.405788,40.731377,1941,407.700663095,1406394.14691026
1465.82,-121.402579,40.73982,1942,798.725818987,1407192.87272925
1467.65,-121.405128,40.746746,1943,798.725818987,1407991.59854823
1469.38,-121.406761,40.754042,1944,821.841267358,1408813.43981559
1461.1,-121.398271,40.757833,1945,851.75607634,1409665.19589193
1456.04,-121.389325,40.756338,1946,209.382036981,1409874.57792891
1484.73,-121.387779,40.757812,1947,209.382036981,1410083.95996589
1498.05,-121.392127,40.763917,1948,770.967103153,1410854.92706905
1514.4,-121.397248,40.771156,1949,703.465425179,1411558.39249422
1527.31,-121.401138,40.776758,1950,716.569897015,1412274.96239124
1552.23,-121.403289,40.783,1951,716.569897015,1412991.53228826
1555.51,-121.406566,40.789787,1952,802.787205275,1413794.31949353
1563.15,-121.410472,40.797223,1953,889.211184906,1414683.53067844
1554.63,-121.412804,40.805374,1954,833.12524769,1415516.65592613
1550.89,-121.41847,40.811518,1955,833.12524769,1416349.78117382
1507.12,-121.415566,40.820612,1956,947.841955582,1417297.6231294
1452.83,-121.416686,40.829105,1957,947.841955582,1418245.46508498
1448.02,-121.419646,40.838044,1958,1023.577458612,1419269.04254359
1434.84,-121.42682,40.844832,1959,973.402762132,1420242.44530572
1404.3,-121.432497,40.852464,1960,973.402762132,1421215.84806786
1295.47,-121.426436,40.861147,1961,1068.614973855,1422284.46304171
1266.49,-121.43097,40.870133,1962,1068.614973855,1423353.07801557
1227.89,-121.434641,40.879751,1963,956.037538693,1424309.11555426
1202.4,-121.438442,40.887862,1964,956.037538693,1425265.15309295
1223.52,-121.444952,40.897659,1965,1218.476492343,1426483.62958529
1201.19,-121.451015,40.908681,1966,409.965121341,1426893.59470664
1127.76,-121.454992,40.910808,1967,409.965121341,1427303.55982798
1134.09,-121.462434,40.914292,1968,736.71010224,1428040.26993022
1137.25,-121.471158,40.919069,1969,702.621677443,1428742.89160766
1120,-121.478813,40.921582,1970,702.621677443,1429445.5132851
1080.56,-121.487384,40.917693,1971,612.943519554,1430058.45680466
1061.83,-121.492898,40.921294,1972,612.943519554,1430671.40032421
1047.14,-121.501543,40.922764,1973,697.905930589,1431369.3062548
1035.79,-121.50981,40.92318,1974,697.905930589,1432067.21218539
1004.8,-121.526456,40.932988,1975,720.788288915,1432788.0004743
957.07,-121.534681,40.934783,1976,720.788288915,1433508.78876322
935.68,-121.540425,40.928262,1977,657.551945736,1434166.34070895
914.68,-121.547114,40.931315,1978,657.551945736,1434823.89265469
913.83,-121.546977,40.941289,1979,695.489865131,1435519.38251982
955.46,-121.549662,40.947212,1980,695.489865131,1436214.87238495
1002.17,-121.552037,40.955979,1981,993.88783432,1437208.76021927
1011.63,-121.564562,40.961549,1982,885.006975918,1438093.76719519
950.87,-121.575072,40.961742,1983,885.006975918,1438978.77417111
952.27,-121.584897,40.966069,1984,879.06776245,1439857.84193356
947.26,-121.59233,40.97163,1985,902.121913947,1440759.96384751
943.62,-121.590996,40.97969,1986,902.121913947,1441662.08576145
948.07,-121.593186,40.990186,1987,1013.54593827,1442675.63169972
913.92,-121.600047,40.997688,1988,919.658325619,1443595.29002534
916.2,-121.60637,41.004443,1989,839.305969855,1444434.5959952
916.34,-121.612515,41.010397,1990,839.305969854,1445273.90196505
922.19,-121.620984,41.012599,1991,753.264224203,1446027.16618925
932.27,-121.631265,41.007295,1992,934.108645795,1446961.27483505
912.23,-121.642286,41.008324,1993,445.405423515,1447406.68025856
904.12,-121.647445,41.007424,1994,445.405423515,1447852.08568208
897.49,-121.653065,41.010637,1995,592.266064732,1448444.35174681
885.71,-121.659504,41.018113,1996,991.31156914,1449435.66331595
858.63,-121.670367,41.020092,1997,624.093963954,1450059.7572799
853.3,-121.677412,41.021854,1998,624.093963954,1450683.85124386
922.16,-121.684847,41.018466,1999,729.803189462,1451413.65443332
959.92,-121.693254,41.013413,2000,547.242123546,1451960.89655687
950.32,-121.699629,41.014393,2001,512.157720567,1452473.05427743
897.84,-121.703967,41.01763,2002,512.157720567,1452985.211998
905.99,-121.709054,41.022198,2003,476.91092273,1453462.12292073
920.4,-121.714556,41.023236,2004,433.484065333,1453895.60698606
996.86,-121.71946,41.024437,2005,433.484065333,1454329.0910514
1053.93,-121.725701,41.025697,2006,493.444497822,1454822.53554922
1131.72,-121.731512,41.026311,2007,493.444497822,1455315.98004704
1199.99,-121.741222,41.028385,2008,818.321325172,1456134.30137221
1260.94,-121.750231,41.03117,2009,583.807507231,1456718.10887944
1310.21,-121.756619,41.033227,2010,616.320454877,1457334.42933432
1369.44,-121.753465,41.038236,2011,616.320454877,1457950.7497892
1394.68,-121.747369,41.041369,2012,619.503799921,1458570.25358912
1439.11,-121.755797,41.045301,2013,808.712622382,1459378.9662115
1470.39,-121.764176,41.048612,2014,622.533721151,1460001.49993265
1520.6,-121.770448,41.045632,2015,622.533721151,1460624.0336538
1501.12,-121.77572,41.055601,2016,878.244036441,1461502.27769024
1446.71,-121.784822,41.059485,2017,720.176386196,1462222.45407644
1501.79,-121.787826,41.065558,2018,720.176386196,1462942.63046264
1544.26,-121.79448,41.071497,2019,864.740196619,1463807.37065925
1632.38,-121.799118,41.079372,2020,891.824026787,1464699.19468604
1657.26,-121.8001,41.087368,2021,659.929428522,1465359.12411456
1660.87,-121.800047,41.09331,2022,659.929428522,1466019.05354309
1644.7,-121.795398,41.098135,2023,663.062682508,1466682.11622559
1623.02,-121.788401,41.101114,2024,788.238792871,1467470.35501846
1574.27,-121.784845,41.107683,2025,485.17114639,1467955.52616485
1556.07,-121.783596,41.111948,2026,485.17114639,1468440.69731124
1571.09,-121.775312,41.115599,2027,955.584765062,1469396.28207631
1577.51,-121.77805,41.123951,2028,771.951812728,1470168.23388903
1612.3,-121.773163,41.129838,2029,771.607751155,1470939.84164019
1556.3,-121.77106,41.136602,2030,771.607751156,1471711.44939135
1515.85,-121.77554,41.143282,2031,699.329719559,1472410.7791109
1600.63,-121.774372,41.149517,2032,699.329719559,1473110.10883046
1624.57,-121.774079,41.156301,2033,753.824118353,1473863.93294882
1609.56,-121.780227,41.162862,2034,562.261992453,1474426.19494127
1608.51,-121.78205,41.167733,2035,470.637842202,1474896.83278347
1597.99,-121.786321,41.17048,2036,470.637842202,1475367.47062567
1559.14,-121.792064,41.171024,2037,485.730659049,1475853.20128472
1571.09,-121.800244,41.170777,2038,686.993825954,1476540.19511068
1554.43,-121.811596,41.171515,2039,945.153526842,1477485.34863752
1573.23,-121.82256,41.173464,2040,676.138131392,1478161.48676891
1600.95,-121.824099,41.17944,2041,676.138131392,1478837.6249003
1628.54,-121.833176,41.175271,2042,474.191765313,1479311.81666562
1696.36,-121.838782,41.17473,2043,474.191765313,1479786.00843093
1791.45,-121.845374,41.179166,2044,740.715889597,1480526.72432053
1820.7,-121.855305,41.177162,2045,765.426759442,1481292.15107997
1845.99,-121.861098,41.171838,2046,765.426759442,1482057.57783941
1828.58,-121.872843,41.174242,2047,1021.107941639,1483078.68578105
1853.24,-121.885977,41.176956,2048,607.114636479,1483685.80041753
1763.13,-121.893186,41.176486,2049,581.074536814,1484266.87495434
1717.51,-121.898373,41.17302,2050,581.074536814,1484847.94949116
1714.35,-121.905778,41.173025,2051,483.601243513,1485331.55073467
1719.47,-121.909325,41.169593,2052,483.601243513,1485815.15197818
1720.99,-121.914479,41.163755,2053,569.798250253,1486384.95022843
1653.4,-121.919625,41.160408,2054,569.798250253,1486954.74847869
1666.35,-121.926239,41.159289,2055,568.807245909,1487523.5557246
1662.39,-121.935909,41.160188,2056,817.787614875,1488341.34333947
1671.63,-121.949812,41.157621,2057,919.818001497,1489261.16134097
1666.03,-121.960764,41.157322,2058,848.724211274,1490109.88555224
1648.42,-121.9649,41.150348,2059,749.060154102,1490858.94570634
1646.73,-121.970848,41.14532,2060,802.83157415,1491661.77728049
1640.65,-121.973533,41.138382,2061,387.430765619,1492049.20804611
1708.35,-121.977937,41.139424,2062,387.430765619,1492436.63881173
1647.98,-121.983445,41.139299,2063,439.475028959,1492876.11384069
1577.94,-121.984637,41.135446,2064,439.475028959,1493315.58886965
1475.85,-121.985114,41.12841,2065,782.404538192,1494097.99340784
1383.76,-121.991772,41.125879,2066,625.82003211,1494723.81343995
1331.67,-122.000137,41.126883,2067,268.92878702,1494992.74222697
1331.51,-122.003138,41.127728,2068,268.92878702,1495261.67101399
1238.14,-122.007574,41.122616,2069,574.378208417,1495836.04922241
1191.15,-122.013788,41.120456,2070,574.378208417,1496410.42743083
1130.73,-122.023368,41.118358,2071,292.236824046,1496702.66425487
1081.68,-122.026024,41.120058,2072,292.236824046,1496994.90107892
1035.64,-122.026465,41.127682,2073,330.75318765,1497325.65426657
979.48,-122.029055,41.125439,2074,330.75318765,1497656.40745422
937.03,-122.032707,41.119072,2075,571.784133692,1498228.19158791
930.77,-122.039167,41.114968,2076,422.372630395,1498650.56421831
912.5,-122.043982,41.113869,2077,422.372630395,1499072.9368487
886.57,-122.048344,41.111441,2078,454.923021884,1499527.85987058
834.18,-122.054486,41.115677,2079,379.514546511,1499907.3744171
755.38,-122.058501,41.117246,2080,379.514546511,1500286.88896361
752.53,-122.063077,41.114561,2081,486.430369185,1500773.31933279
714.81,-122.071734,41.114553,2082,727.045912661,1501500.36524545
743.3,-122.081473,41.114472,2083,681.19109948,1502181.55634493
693.29,-122.089581,41.114648,2084,533.655125115,1502715.21147005
740.97,-122.095858,41.113905,2085,533.655125115,1503248.86659516
803,-122.102335,41.114368,2086,583.917362698,1503832.78395786
901.24,-122.107848,41.111164,2087,583.917362698,1504416.70132056
975.83,-122.113348,41.107645,2088,541.680946473,1504958.38226703
1039.23,-122.119249,41.105677,2089,378.031651794,1505336.41391883
1059.88,-122.123698,41.106189,2090,378.031651794,1505714.44557062
1084.24,-122.123848,41.110975,2091,531.685173135,1506246.13074375
1079.53,-122.123791,41.116024,2092,418.284536331,1506664.41528009
1139.52,-122.128672,41.116772,2093,418.284536331,1507082.69981642
1201.45,-122.131838,41.12282,2094,533.585950879,1507616.2857673
1118.62,-122.128126,41.12672,2095,259.942508685,1507876.22827598
1073.28,-122.129802,41.128688,2096,259.942508685,1508136.17078467
979.84,-122.138218,41.127224,2097,497.13807455,1508633.30885922
930.98,-122.143856,41.12859,2098,419.644859335,1509052.95371855
961.58,-122.148588,41.129806,2099,419.644859335,1509472.59857789
949.36,-122.156735,41.124841,2100,329.123969057,1509801.72254694
