DBA,BORO,ZIPCODE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE
STAR HOOKAH,4,11103,56,2014-01-27 00:00:00,D,10H,17,
SUNSET LOUNGE,4,11103,3,2014-01-27 00:00:00,E,10D,38,
DE ROBERTIS PASTRY SHOP,1,10009,8,2014-01-27 00:00:00,P,08C,25,
DE ROBERTIS PASTRY SHOP,1,10009,8,2014-01-27 00:00:00,P,10B,25,
CANDLE CAFE,1,10021,84,2014-01-27 00:00:00,P,04L,12,
QUALITY MEATS,1,10019,78,2014-01-27 00:00:00,F,06E,40,
FIVE POINTS,1,10012,3,2014-01-27 00:00:00,F,10B,30,
CAFE BONJOUR,1,10016,3,2014-01-27 00:00:00,P,10F,15,
CONNECTICUT MUFFIN,3,11205,8,2014-01-27 00:00:00,F,04A,34,
SUKI SUSHI,3,11215,49,2014-01-27 00:00:00,G,05H,93,
PRESIDENTIAL PIZZA RESTAURANT,1,10027,62,2014-01-27 00:00:00,P,06D,21,
PICNIC ON 57TH,3,11203,3,2014-01-27 00:00:00,P,10B,25,
BRAD'S CAFE,1,10027,3,2014-01-27 00:00:00,F,16B,,
BELLA VITA,1,10019,62,2014-01-27 00:00:00,P,04J,26,
CHECKERS,1,10027,39,2014-01-27 00:00:00,F,10F,54,
DINO,3,11205,48,2014-01-27 00:00:00,F,02G,39,
DINO,3,11205,48,2014-01-27 00:00:00,F,08A,39,
NEW STAR SEAFOOD RESTAURANT,3,11229,20,2014-01-27 00:00:00,G,02G,73,
NEW STAR SEAFOOD RESTAURANT,3,11229,20,2014-01-27 00:00:00,G,08A,73,
TABATA NOODLE RESTAURANT,1,10018,5,2014-01-27 00:00:00,F,02G,30,
TABATA NOODLE RESTAURANT,1,10018,5,2014-01-27 00:00:00,F,10B,30,
HOWARD BEACH BAGEL CAFE,4,11414,27,2014-01-27 00:00:00,F,04J,45,
HOWARD BEACH BAGEL CAFE,4,11414,27,2014-01-27 00:00:00,F,06D,45,
KARE THAI,1,10019,82,2014-01-27 00:00:00,P,04J,25,
ALEX CAFE & DELI,1,10021,3,2014-01-27 00:00:00,F,10F,45,
HUNAN CHEN'S KITCHEN,1,10025,20,2014-01-27 00:00:00,P,08A,21,
JADE GARDEN,1,10032,20,2014-01-27 00:00:00,P,04N,27,
JADE GARDEN,1,10032,20,2014-01-27 00:00:00,P,08A,27,
TONY'S PIZZA,3,11218,62,2014-01-27 00:00:00,P,06D,14,
Alquimia,1,10018,54,2014-01-27 00:00:00,P,08A,16,
SAMUDRA INDIAN RESTAURANT,4,11372,44,2014-01-27 00:00:00,P,02B,8,
RELLENO CORP,1,10033,99,2014-01-27 00:00:00,D,10A,15,
BUSY CORNER DELI,3,11205,3,2014-01-27 00:00:00,P,02G,21,
BRONX CHICKEN & PIZZA INC,2,10457,3,2014-01-27 00:00:00,D,10B,16,
LUNITAS,3,11238,14,2014-01-27 00:00:00,B,,,
TIERRAS COLUMBIANAS,4,11106,77,2014-01-25 00:00:00,U,04M,27,Z
TIBBETT DINER,2,10463,3,2014-01-25 00:00:00,D,06D,11,A
TIBBETT DINER,2,10463,3,2014-01-25 00:00:00,D,09A,11,A
CITY PIE,1,10023,62,2014-01-25 00:00:00,U,02B,17,B
TIBBETT DINER,2,10463,3,2014-01-25 00:00:00,D,10F,11,A
CITY PIE,1,10023,62,2014-01-25 00:00:00,U,08A,17,B
TIERRAS COLUMBIANAS,4,11106,77,2014-01-25 00:00:00,U,08A,27,Z
DEFONTE'S SANDWICH SHOP,3,11231,3,2014-01-25 00:00:00,U,10B,25,B
CITY PIE,1,10023,62,2014-01-25 00:00:00,U,04L,17,B
TIERRAS COLUMBIANAS,4,11106,77,2014-01-25 00:00:00,U,04L,27,Z
HIDDEN COTTAGE,5,10306,3,2014-01-25 00:00:00,D,10A,7,A
HIDDEN COTTAGE,5,10306,3,2014-01-25 00:00:00,D,10B,7,A
DEFONTE'S SANDWICH SHOP,3,11231,3,2014-01-25 00:00:00,U,06D,25,B
DEFONTE'S SANDWICH SHOP,3,11231,3,2014-01-25 00:00:00,U,08C,25,B
BOSTON MARKET,5,10306,3,2014-01-25 00:00:00,D,08C,11,A
BOSTON MARKET,5,10306,3,2014-01-25 00:00:00,D,04H,11,A
DEFONTE'S SANDWICH SHOP,3,11231,3,2014-01-25 00:00:00,U,04J,25,B
ANNADALE DINER,5,10312,38,2014-01-25 00:00:00,D,04H,12,A
BOSTON MARKET,5,10306,3,2014-01-25 00:00:00,D,09C,11,A
KITTERY,3,11231,72,2014-01-25 00:00:00,U,04L,20,Z
KITTERY,3,11231,72,2014-01-25 00:00:00,U,06B,20,Z
ANNADALE DINER,5,10312,38,2014-01-25 00:00:00,D,06D,12,A
KITTERY,3,11231,72,2014-01-25 00:00:00,U,08A,20,Z
KITTERY,3,11231,72,2014-01-25 00:00:00,U,10I,20,Z
KITTERY,3,11231,72,2014-01-25 00:00:00,U,08C,20,Z
ON THE ROX LOUNGE & BAR,4,11417,3,2014-01-25 00:00:00,D,06D,5,A
PRETZEL MAKER @ KINGS PLAZA,3,11234,7,2014-01-25 00:00:00,D,02G,9,A
KING'S PIZZA,1,10039,63,2014-01-25 00:00:00,U,02B,12,A
PRETZEL MAKER @ KINGS PLAZA,3,11234,7,2014-01-25 00:00:00,D,10B,9,A
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,U,10A,25,B
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,U,09B,25,B
BLIMPIE,1,10038,69,2014-01-25 00:00:00,D,10F,7,A
KRAVE CAFE  AND GRILL,4,11105,14,2014-01-25 00:00:00,D,10F,12,A
LA NOMADE RESTAURANT,1,10039,2,2014-01-25 00:00:00,U,02H,7,A
KING'S PIZZA,1,10039,63,2014-01-25 00:00:00,U,06A,12,A
FEITENG CHINESE TAKE OUT KITCHEN,3,11231,20,2014-01-25 00:00:00,U,06D,7,A
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,U,06F,25,B
FEITENG CHINESE TAKE OUT KITCHEN,3,11231,20,2014-01-25 00:00:00,U,09A,7,A
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,U,06A,25,B
GLEESON'S SPORTS BAR & GRILL,2,10471,3,2014-01-25 00:00:00,F,04A,10,A
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,U,06D,25,B
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,U,06E,25,B
BLIMPIE,1,10038,69,2014-01-25 00:00:00,D,06A,7,A
KRAVE CAFE  AND GRILL,4,11105,14,2014-01-25 00:00:00,D,02G,12,A
CASSEROLE.BIG BOWL OF NOODLE,4,11354,20,2014-01-25 00:00:00,U,09B,23,Z
IL FORNO OF BROOKLYN,5,10309,62,2014-01-25 00:00:00,D,02G,13,A
IL FORNO OF BROOKLYN,5,10309,62,2014-01-25 00:00:00,D,06E,13,A
CASSEROLE.BIG BOWL OF NOODLE,4,11354,20,2014-01-25 00:00:00,U,02B,23,Z
MAMAS FRIED CHICKEN,1,10039,3,2014-01-25 00:00:00,D,10F,8,A
MAMAS FRIED CHICKEN,1,10039,3,2014-01-25 00:00:00,D,06C,8,A
SUN FUNG CHINESE RESTAURANT,2,10452,20,2014-01-25 00:00:00,D,10F,11,A
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,05D,50,Z
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,04L,50,Z
Bronx Burger House,2,10471,3,2014-01-25 00:00:00,D,06B,5,A
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,02B,50,Z
CASSEROLE.BIG BOWL OF NOODLE,4,11354,20,2014-01-25 00:00:00,U,06E,23,Z
CASSEROLE.BIG BOWL OF NOODLE,4,11354,20,2014-01-25 00:00:00,U,02G,23,Z
KYOTO SUSHI NUMBER 5,5,10301,49,2014-01-25 00:00:00,U,10F,26,Z
GREATFUL VEGETARIAN RESTAURANT,4,11354,84,2014-01-25 00:00:00,U,06E,8,A
KYOTO SUSHI NUMBER 5,5,10301,49,2014-01-25 00:00:00,U,02G,26,Z
SUN FUNG CHINESE RESTAURANT,2,10452,20,2014-01-25 00:00:00,D,02B,11,A
SUN FUNG CHINESE RESTAURANT,2,10452,20,2014-01-25 00:00:00,D,10B,11,A
FORTUNE KITCHEN,4,11418,20,2014-01-25 00:00:00,D,10F,11,A
FORTUNE KITCHEN,4,11418,20,2014-01-25 00:00:00,D,10D,11,A
FORTUNE KITCHEN,4,11418,20,2014-01-25 00:00:00,D,02B,11,A
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,04A,50,Z
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,08A,50,Z
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,10E,50,Z
KYOTO SUSHI NUMBER 5,5,10301,49,2014-01-25 00:00:00,U,06D,26,Z
KYOTO SUSHI NUMBER 5,5,10301,49,2014-01-25 00:00:00,U,10B,26,Z
WAVE HILL,2,10471,3,2014-01-25 00:00:00,D,02G,13,A
WAVE HILL,2,10471,3,2014-01-25 00:00:00,D,06D,13,A
TIERRAS COLUMBIANAS,4,11106,77,2014-01-25 00:00:00,U,02G,27,Z
TIERRAS COLUMBIANAS,4,11106,77,2014-01-25 00:00:00,U,04A,27,Z
HIDDEN COTTAGE,5,10306,3,2014-01-25 00:00:00,D,10F,7,A
DEFONTE'S SANDWICH SHOP,3,11231,3,2014-01-25 00:00:00,U,02B,25,B
CASSEROLE.BIG BOWL OF NOODLE,4,11354,20,2014-01-25 00:00:00,U,10F,23,Z
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,02G,50,Z
EL DORADO RESTAURANT,5,10306,53,2014-01-25 00:00:00,F,10H,50,Z
KYOTO SUSHI NUMBER 5,5,10301,49,2014-01-25 00:00:00,U,02B,26,Z
MARGHERITA PIZZA,4,11432,62,2014-01-25 00:00:00,P,10F,24,
MARGHERITA PIZZA,4,11432,62,2014-01-25 00:00:00,P,02G,24,
MARGHERITA PIZZA,4,11432,62,2014-01-25 00:00:00,P,06E,24,
MARGHERITA PIZZA,4,11432,62,2014-01-25 00:00:00,P,04L,24,
MARGHERITA PIZZA,4,11432,62,2014-01-25 00:00:00,P,04N,24,
MARGHERITA PIZZA,4,11432,62,2014-01-25 00:00:00,P,08A,24,
WENDY'S,5,10306,39,2014-01-25 00:00:00,P,10B,25,
WENDY'S,5,10306,39,2014-01-25 00:00:00,P,06E,25,
WENDY'S,5,10306,39,2014-01-25 00:00:00,P,05D,25,
YONG SHENG RESTAURANT,1,10039,20,2014-01-25 00:00:00,F,02B,37,
YONG SHENG RESTAURANT,1,10039,20,2014-01-25 00:00:00,F,06F,37,
CARIBE RESTAURANT BAR & LOUNGE,2,10459,53,2014-01-25 00:00:00,C,04K,13,
CARIBE RESTAURANT BAR & LOUNGE,2,10459,53,2014-01-25 00:00:00,C,08A,13,
PRETZEL MAKER @ KINGS PLAZA,3,11234,7,2014-01-25 00:00:00,F,16B,0,
TASTE & SEE,4,11432,17,2014-01-25 00:00:00,P,04M,11,
YONG SHENG RESTAURANT,1,10039,20,2014-01-25 00:00:00,F,04J,37,
YONG SHENG RESTAURANT,1,10039,20,2014-01-25 00:00:00,F,02G,37,
YONG SHENG RESTAURANT,1,10039,20,2014-01-25 00:00:00,F,08B,37,
TASTE & SEE,4,11432,17,2014-01-25 00:00:00,P,08A,11,
BLIMPIE,1,10038,69,2014-01-25 00:00:00,D,15L,,
BLIMPIE,1,10038,69,2014-01-25 00:00:00,F,16B,0,
ISLAND TASTE RESTAURANT II,5,10309,20,2014-01-25 00:00:00,F,16B,,
TASTE & SEE,4,11432,17,2014-01-25 00:00:00,P,10F,11,
"MONA LISA PIZZERIA & RESTORANTE, INC",5,10312,63,2014-01-25 00:00:00,F,04L,33,
"MONA LISA PIZZERIA & RESTORANTE, INC",5,10312,63,2014-01-25 00:00:00,F,02H,33,
APT. 78,3,10040,53,2014-01-25 00:00:00,P,10F,16,
APT. 78,3,10040,53,2014-01-25 00:00:00,P,02G,16,
121 FULTON STREET,1,10038,3,2014-01-25 00:00:00,P,04A,23,
"MONA LISA PIZZERIA & RESTORANTE, INC",5,10312,63,2014-01-25 00:00:00,F,02B,33,
"MONA LISA PIZZERIA & RESTORANTE, INC",5,10312,63,2014-01-25 00:00:00,F,06C,33,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,D,15L,,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,F,02G,33,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,F,06E,33,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,F,08A,33,
APT. 78,3,10040,53,2014-01-25 00:00:00,P,06E,16,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,04M,30,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,06A,30,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,10D,30,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,10F,30,
EMONE KOREAN FAMILY RESTAURANT,4,11354,52,2014-01-25 00:00:00,F,06C,16,
EMONE KOREAN FAMILY RESTAURANT,4,11354,52,2014-01-25 00:00:00,F,10I,16,
EMONE KOREAN FAMILY RESTAURANT,4,11354,52,2014-01-25 00:00:00,F,08B,16,
PARSONS DELI & GROCERY,4,11432,27,2014-01-25 00:00:00,B,,,
RED APPLE,3,11231,20,2014-01-25 00:00:00,P,02B,7,
YANKEE FRIED CHICKEN,2,10452,18,2014-01-25 00:00:00,W,04L,12,
121 FULTON STREET,1,10038,3,2014-01-25 00:00:00,P,10E,23,
121 FULTON STREET,1,10038,3,2014-01-25 00:00:00,P,08C,23,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,F,16B,,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,F,02B,33,
Famous New York Pizza,5,10301,63,2014-01-25 00:00:00,F,04L,33,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,09A,30,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,06F,30,
NEW YAJAI THAI FOOD,4,11103,82,2014-01-25 00:00:00,F,08A,30,
AMELIO RUSSO CIVIC,4,11416,3,2014-01-25 00:00:00,F,15K,,
AMELIO RUSSO CIVIC,4,11416,3,2014-01-25 00:00:00,F,15J,,
YANKEE FRIED CHICKEN,2,10452,18,2014-01-25 00:00:00,W,08A,12,
DEFONTE'S SANDWICH SHOP,3,11231,3,2014-01-25 00:00:00,F,16B,,
SHIAO DU HUI RESTAURANT,4,11354,20,2014-01-25 00:00:00,B,,,
WENDY'S,5,10306,39,2014-01-25 00:00:00,P,04H,25,
YONG SHENG RESTAURANT,1,10039,20,2014-01-25 00:00:00,F,06C,37,
"MONA LISA PIZZERIA & RESTORANTE, INC",5,10312,63,2014-01-25 00:00:00,F,08A,33,
LAS DIVAS SPORTS BAR-N-RESTAURANT,2,10459,77,2014-01-25 00:00:00,P,08A,4,
121 FULTON STREET,1,10038,3,2014-01-25 00:00:00,P,04H,23,
EMONE KOREAN FAMILY RESTAURANT,4,11354,52,2014-01-25 00:00:00,F,06E,16,
KYOTO SUSHI NUMBER 5,5,10301,49,2014-01-25 00:00:00,D,15L,,
MARIELLA PIZZA,1,10021,62,2014-01-24 00:00:00,D,10B,6,A
Credit Agricole,1,10019,3,2014-01-24 00:00:00,D,10E,12,A
Credit Agricole,1,10019,3,2014-01-24 00:00:00,D,02B,12,A
Credit Agricole,1,10019,3,2014-01-24 00:00:00,D,10B,12,A
MARIELLA PIZZA,1,10021,62,2014-01-24 00:00:00,D,10F,6,A
DOMINO'S PIZZA,4,11420,62,2014-01-24 00:00:00,F,08A,32,Z
MARIELLA PIZZA,1,10021,62,2014-01-24 00:00:00,D,10E,6,A
CAFE MEDINA,1,10003,3,2014-01-24 00:00:00,F,06C,24,B
STARBUCKS COFFEE,1,10012,14,2014-01-24 00:00:00,D,10F,5,A
DOMINO'S PIZZA,4,11420,62,2014-01-24 00:00:00,F,10I,32,Z
"MAYER, BROWN & PLATT",1,10019,3,2014-01-24 00:00:00,D,02G,11,A
"MAYER, BROWN & PLATT",1,10019,3,2014-01-24 00:00:00,D,10F,11,A
DOMINO'S PIZZA,4,11420,62,2014-01-24 00:00:00,F,04M,32,Z
PLAZA LOUNGE,4,11102,38,2014-01-24 00:00:00,D,06D,12,A
DOMINO'S PIZZA,4,11420,62,2014-01-24 00:00:00,F,04L,32,Z
DOMINO'S PIZZA,4,11420,62,2014-01-24 00:00:00,F,10F,32,Z
DOMINO'S PIZZA,4,11420,62,2014-01-24 00:00:00,F,10J,32,Z
New York East Side Marriot Hotel,1,10017,3,2014-01-24 00:00:00,D,02H,9,A
SUPERFINE,2,11201,3,2014-01-24 00:00:00,D,10F,10,A
CAFE MEDINA,1,10003,3,2014-01-24 00:00:00,F,04M,24,B
New York East Side Marriot Hotel,1,10017,3,2014-01-24 00:00:00,D,10B,9,A
Favorite Cafe,1,10001,27,2014-01-24 00:00:00,D,06D,9,A
CAFE MEDINA,1,10003,3,2014-01-24 00:00:00,F,02B,24,B
Favorite Cafe,1,10001,27,2014-01-24 00:00:00,D,10B,9,A
Favorite Cafe,1,10001,27,2014-01-24 00:00:00,D,10F,9,A
SUPERFINE,2,11201,3,2014-01-24 00:00:00,D,06F,10,A
LADY M CONFECTIONS,1,10075,8,2014-01-24 00:00:00,U,04L,12,A
DEUTSCHE BANK- EXEC DINING ROOM,1,10005,3,2014-01-24 00:00:00,D,02B,12,A
ORIENTAL GARDEN RESTAURANT,3,10013,20,2014-01-24 00:00:00,D,10F,10,A
DEUTSCHE BANK- EXEC DINING ROOM,1,10005,3,2014-01-24 00:00:00,D,06D,12,A
BURGER KING,4,11432,39,2014-01-24 00:00:00,D,10F,7,A
"DUNKIN' DONUTS, BASKIN ROBBINS",2,10452,29,2014-01-24 00:00:00,D,10F,2,A
CITY PERK,3,10001,3,2014-01-24 00:00:00,D,06D,7,A
LADY M CONFECTIONS,1,10075,8,2014-01-24 00:00:00,U,08A,12,A
CITY PERK,3,10001,3,2014-01-24 00:00:00,D,10A,7,A
COURT DELI RESTAURANT,2,10451,3,2014-01-24 00:00:00,D,10B,7,A
BURGER KING,4,11432,39,2014-01-24 00:00:00,D,06E,7,A
CAFFE E VINO,3,11201,48,2014-01-24 00:00:00,D,09C,11,A
CAFFE E VINO,3,11201,48,2014-01-24 00:00:00,D,10F,11,A
MING WOK KITCHEN,4,11372,20,2014-01-24 00:00:00,D,06C,12,A
CAFE WATER,1,10005,27,2014-01-24 00:00:00,D,10F,10,A
WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN,1,10029,17,2014-01-24 00:00:00,U,04L,5,A
CAFFE E VINO,3,11201,48,2014-01-24 00:00:00,D,02G,11,A
COURT DELI RESTAURANT,2,10451,3,2014-01-24 00:00:00,D,06D,7,A
AGAINST THE GRAIN,1,10009,3,2014-01-24 00:00:00,D,06D,12,A
DUNKIN' DONUTS,1,10075,29,2014-01-24 00:00:00,D,08A,12,A
VILLA CASTILLO RESTAURANT,3,11212,53,2014-01-24 00:00:00,D,10F,13,A
VILLA CASTILLO RESTAURANT,3,11212,53,2014-01-24 00:00:00,D,02B,13,A
MING WOK KITCHEN,4,11372,20,2014-01-24 00:00:00,D,06F,12,A
MING WOK KITCHEN,4,11372,20,2014-01-24 00:00:00,D,09C,12,A
CIPRIANI CLUB 55,1,10005,48,2014-01-24 00:00:00,D,10F,3,A
CHINA PLACE,1,10027,20,2014-01-24 00:00:00,U,04M,22,B
CHINA PLACE,1,10027,20,2014-01-24 00:00:00,U,09C,22,B
CHINA PLACE,1,10027,20,2014-01-24 00:00:00,U,10F,22,B
PURPLE YAM,3,11226,5,2014-01-24 00:00:00,D,10F,12,A
CHINA PLACE,1,10027,20,2014-01-24 00:00:00,U,06D,22,B
LE PAIN QUOTIDIEN,1,10007,70,2014-01-24 00:00:00,D,10F,3,A
LUGO CAFFE,1,10001,48,2014-01-24 00:00:00,D,06E,13,A
TAKAHACHI BAKERY,1,10007,8,2014-01-24 00:00:00,D,10F,7,A
MIRELA'S PLACE,4,11101,3,2014-01-24 00:00:00,D,06D,12,A
RABBITS,1,10012,14,2014-01-24 00:00:00,D,10F,12,A
MIRELA'S PLACE,4,11101,3,2014-01-24 00:00:00,D,10F,12,A
MCDONALDS,1,10001,39,2014-01-24 00:00:00,D,02B,11,A
MCDONALDS,1,10001,39,2014-01-24 00:00:00,D,10A,11,A
IVY STAR BAR & RESTAURANT,3,11237,55,2014-01-24 00:00:00,D,06C,7,A
IVY STAR BAR & RESTAURANT,3,11237,55,2014-01-24 00:00:00,D,10B,7,A
TIPSY PARSON,1,10011,3,2014-01-24 00:00:00,D,06D,13,A
TIPSY PARSON,1,10011,3,2014-01-24 00:00:00,D,10F,13,A
KENNEDY FRIED CHICKEN,4,11435,3,2014-01-24 00:00:00,D,06B,12,A
TIPSY PARSON,1,10011,3,2014-01-24 00:00:00,D,06C,13,A
POPEYES CHICKEN & BISCUITS,3,11210,18,2014-01-24 00:00:00,D,08A,11,A
GINZA,3,11215,49,2014-01-24 00:00:00,U,06D,20,B
PURPLE YAM,3,11226,5,2014-01-24 00:00:00,D,06E,12,A
CHINA PLACE,1,10027,20,2014-01-24 00:00:00,U,04K,22,B
CHINA PLACE,1,10027,20,2014-01-24 00:00:00,U,08A,22,B
PURPLE YAM,3,11226,5,2014-01-24 00:00:00,D,06F,12,A
ROSSY'S BAKERY & COFFEE SHOP,1,10009,8,2014-01-24 00:00:00,D,02B,12,A
ROSSY'S BAKERY & COFFEE SHOP,1,10009,8,2014-01-24 00:00:00,D,04M,12,A
DELMY FOOD,2,10455,77,2014-01-24 00:00:00,D,06A,5,A
MIRELA'S PLACE,4,11101,3,2014-01-24 00:00:00,D,08B,12,A
CAFE AVAT,3,11214,67,2014-01-24 00:00:00,F,02G,32,Z
VICTOR'S COFFEE SHOP DELI & RESTAURANT,4,11420,53,2014-01-24 00:00:00,F,08A,12,A
PURE FOOD,1,10029,84,2014-01-24 00:00:00,U,04L,9,A
TAKAHACHI BAKERY,1,10007,8,2014-01-24 00:00:00,D,06C,7,A
THE GREY DOG MULBERRY,1,10012,3,2014-01-24 00:00:00,D,10H,7,A
Hotel Westin,1,10036,3,2014-01-24 00:00:00,D,10F,10,A
RABBITS,1,10012,14,2014-01-24 00:00:00,D,04M,12,A
VICTOR'S COFFEE SHOP DELI & RESTAURANT,4,11420,53,2014-01-24 00:00:00,F,02B,12,A
LA COLOLMBE,1,10003,14,2014-01-24 00:00:00,D,06D,9,A
IVY BAKERY,1,10012,8,2014-01-24 00:00:00,D,10F,8,A
THE ORIGINAL SOUPMAN/ RANCH 1,1,10005,4,2014-01-24 00:00:00,D,08C,10,A
THE ORIGINAL SOUPMAN/ RANCH 1,1,10005,4,2014-01-24 00:00:00,D,10F,10,A
KENNEDY FRIED CHICKEN,4,11435,3,2014-01-24 00:00:00,D,02B,12,A
LA COLOLMBE,1,10003,14,2014-01-24 00:00:00,D,10F,9,A
THE ORIGINAL SOUPMAN/ RANCH 1,1,10005,4,2014-01-24 00:00:00,D,06D,10,A
FEI MA,1,10009,20,2014-01-24 00:00:00,D,10F,2,A
EL SALVADOR RESTAURANT,3,11237,77,2014-01-24 00:00:00,U,04J,20,B
JO JUICE BAR,3,11216,51,2014-01-24 00:00:00,D,10B,13,A
WILLIAM GREENBERG DESSERT,1,10019,8,2014-01-24 00:00:00,D,08A,9,A
JOEY PEPPERONIS PIZZA,1,10009,48,2014-01-24 00:00:00,D,10F,9,A
BERKLI PARC CAFE,1,10002,3,2014-01-24 00:00:00,D,10F,7,A
BERKLI PARC CAFE,1,10002,3,2014-01-24 00:00:00,D,10B,7,A
GINZA,3,11215,49,2014-01-24 00:00:00,U,04L,20,B
BILL'S,1,10022,3,2014-01-24 00:00:00,D,06D,12,A
SAVOR BROOKLYN,3,11215,48,2014-01-24 00:00:00,D,10F,2,A
GINZA,3,11215,49,2014-01-24 00:00:00,U,04M,20,B
GINZA,3,11215,49,2014-01-24 00:00:00,U,06F,20,B
SUBWAY,1,10044,69,2014-01-24 00:00:00,D,10F,13,A
LA MITAD DEL MUNDO BAR-RESTAURANT,4,11368,77,2014-01-24 00:00:00,U,04H,16,B
LA MITAD DEL MUNDO BAR-RESTAURANT,4,11368,77,2014-01-24 00:00:00,U,08A,16,B
POPEYES CHICKEN & BISCUITS,3,11210,18,2014-01-24 00:00:00,D,04L,11,A
JO JUICE BAR,3,11216,51,2014-01-24 00:00:00,D,10D,13,A
ROLL N GO PIZZA & WOK TO WALK,1,10018,63,2014-01-24 00:00:00,F,08A,47,Z
ROLL N GO PIZZA & WOK TO WALK,1,10018,63,2014-01-24 00:00:00,F,10B,47,Z
JOEY PEPPERONIS PIZZA,1,10009,48,2014-01-24 00:00:00,D,06D,9,A
ROLL N GO PIZZA & WOK TO WALK,1,10018,63,2014-01-24 00:00:00,F,06D,47,Z
EXPRESS BROOK LUNCH RESTAURANT,2,10454,3,2014-01-24 00:00:00,U,02B,21,Z
GAG POCHA,4,11358,52,2014-01-24 00:00:00,U,06E,27,Z
BILL'S,1,10022,3,2014-01-24 00:00:00,D,10D,12,A
NORI NORI,4,11354,49,2014-01-24 00:00:00,F,04N,35,Z
ROLL N GO PIZZA & WOK TO WALK,1,10018,63,2014-01-24 00:00:00,F,04L,47,Z
ROLL N GO PIZZA & WOK TO WALK,1,10018,63,2014-01-24 00:00:00,F,08C,47,Z
CAFE 101,1,10007,14,2014-01-24 00:00:00,D,08A,11,A
TROPICAL GRILL RESTAURANT,1,10026,77,2014-01-24 00:00:00,D,10F,9,A
NOSTRAND EXPRESS,3,11210,3,2014-01-24 00:00:00,D,06D,8,A
MODA ESPRESSO BAR,1,10001,14,2014-01-24 00:00:00,D,04J,10,A
THE SUPPLY HOUSE,1,10028,3,2014-01-24 00:00:00,U,04J,26,Z
NOSTRAND EXPRESS,3,11210,3,2014-01-24 00:00:00,D,10F,8,A
ADYAR ANANDA BHAVAN,1,10022,44,2014-01-24 00:00:00,D,06F,13,A
RAPHA RACING,1,10014,3,2014-01-24 00:00:00,U,10F,18,B
KENNEDY FRIED CHICKEN,2,10456,18,2014-01-24 00:00:00,D,06E,10,A
SUBWAY,1,10023,70,2014-01-24 00:00:00,D,10F,7,A
New Wai Ling Chinese Restaurant,3,11238,81,2014-01-24 00:00:00,D,08A,12,A
ELIXIR,1,10075,51,2014-01-24 00:00:00,D,10D,8,A
BAR BACON,1,10019,99,2014-01-24 00:00:00,D,10B,11,A
BAR BACON,1,10019,99,2014-01-24 00:00:00,D,06D,11,A
MILENIO BAKERY,1,10029,8,2014-01-24 00:00:00,D,06D,5,A
BAGELS PLUS,3,11214,3,2014-01-24 00:00:00,D,06A,12,A
PURE FOOD,1,10029,84,2014-01-24 00:00:00,U,08A,9,A
THE SUPPLY HOUSE,1,10028,3,2014-01-24 00:00:00,U,06D,26,Z
THE SUPPLY HOUSE,1,10028,3,2014-01-24 00:00:00,U,10B,26,Z
THE UNCOMMONS,1,10012,14,2014-01-24 00:00:00,D,10F,9,A
ELIXIR,1,10075,51,2014-01-24 00:00:00,D,10A,8,A
KING WOK,1,10014,20,2014-01-24 00:00:00,U,04H,7,A
BAR BACON,1,10019,99,2014-01-24 00:00:00,D,10F,11,A
CAFE AVAT,3,11214,67,2014-01-24 00:00:00,F,06D,32,Z
THE GREY DOG MULBERRY,1,10012,3,2014-01-24 00:00:00,D,06C,7,A
